date,feature_index,CO
2025-11-06T00:00:00.000Z,0,
2025-11-03T00:00:00.000Z,0,
2025-11-05T00:00:00.000Z,0,
2025-10-31T00:00:00.000Z,0,
2025-11-02T00:00:00.000Z,0,
2025-11-04T00:00:00.000Z,0,
2025-11-07T00:00:00.000Z,0,0.029439974576234818
2025-11-01T00:00:00.000Z,0,
2025-11-30T00:00:00.000Z,0,
2025-11-26T00:00:00.000Z,0,0.0259659793227911
2025-11-25T00:00:00.000Z,0,0.03094806894659996
2025-11-28T00:00:00.000Z,0,0.031544885598123074
2025-11-29T00:00:00.000Z,0,0.023105304688215256
2025-12-01T00:00:00.000Z,0,0.027858370915055275
2025-11-27T00:00:00.000Z,0,
2025-11-24T00:00:00.000Z,0,
2026-02-14T00:00:00.000Z,0,
2026-02-13T00:00:00.000Z,0,
2026-02-16T00:00:00.000Z,0,0.027050944045186043
2026-02-19T00:00:00.000Z,0,
2026-02-18T00:00:00.000Z,0,
2026-02-15T00:00:00.000Z,0,0.03351792320609093
2026-02-12T00:00:00.000Z,0,0.032348647713661194
2026-02-17T00:00:00.000Z,0,
2026-04-21T00:00:00.000Z,0,0.030311747454106808
2026-04-20T00:00:00.000Z,0,0.03476489707827568
2026-04-19T00:00:00.000Z,0,0.030301246792078018
2026-04-22T00:00:00.000Z,0,
2026-04-18T00:00:00.000Z,0,0.025653292424976826
2026-04-17T00:00:00.000Z,0,0.029268871992826462
2026-04-24T00:00:00.000Z,0,0.030496690422296524
2026-04-23T00:00:00.000Z,0,0.03350946120917797
2026-05-08T00:00:00.000Z,0,0.02419823780655861
2026-05-06T00:00:00.000Z,0,0.03348921611905098
2026-05-10T00:00:00.000Z,0,0.030025353655219078
2026-05-03T00:00:00.000Z,0,0.02955319732427597
2026-05-07T00:00:00.000Z,0,0.0319223552942276
2026-05-09T00:00:00.000Z,0,
2026-05-04T00:00:00.000Z,0,0.025643547996878624
2026-05-05T00:00:00.000Z,0,0.033199239522218704
2026-01-17T00:00:00.000Z,0,0.027369728311896324
